Praha,8,2022-09-17
Přerov,3,2014-09-16
Benešov,14,2004-09-23
Litvínov,-13,2017-03-24
Český Těšín,-15,2002-11-10
Jičín,27,2004-08-23
Jeseník,34,2017-07-13
Pelhřimov,13,2018-09-04
Český Těšín,-9,2003-12-26
Žďár nad Sázavou,32,2019-09-22
Ostrava,1,2006-09-21
Jičín,-14,2019-04-29
Jičín,27,2022-11-13
Benešov,-14,2020-01-15
Náchod,-4,2009-05-13
Přerov,0,2002-01-07
Prostějov,4,2011-01-11
Praha,-15,2007-10-10
Český Těšín,-3,2002-02-12
Jindřichův Hradec,-7,2012-01-21
Valašské Meziříčí,33,2021-03-02
Přerov,22,2008-03-25
Blansko,1,2001-07-13
Brandýs nad Labem-Stará Boleslav,19,2008-06-20
Liberec,-6,2001-07-23
Havířov,21,2015-04-15
Pardubice,21,2009-05-27
Beroun,-9,2020-05-04
Brno,0,2004-08-21
Hradec Králové,0,2016-10-27
Ústí nad Labem,-14,2013-12-25
Břeclav,31,2018-10-14
Jablonec nad Nisou,20,2010-02-07
Ústí nad Labem,8,2005-07-28
Jičín,5,2011-05-28
Kolín,-4,2001-09-28
Benešov,34,2003-10-04
Cheb,21,2010-03-12
Kolín,0,2018-11-16
Cheb,-12,2014-07-09
Kolín,6,2017-08-05
Břeclav,1,2023-01-02
Praha,30,2007-01-25
Náchod,-8,2013-01-05
Teplice,-1,2004-09-05
Jirkov,31,2017-02-10
Rakovník,14,2010-05-01
Cheb,2,2006-02-13
Havířov,-15,2012-10-13
Jirkov,5,2002-06-20
Mladá Boleslav,-12,2020-01-15
Tábor,20,2008-04-28
Sušice,-11,2016-06-03
Jirkov,26,2022-12-24
Děčín,3,2018-07-06
Zlín,34,2005-12-11
Praha,22,2016-12-18
Uherský Brod,21,2020-07-01
Beroun,6,2009-12-23
Klatovy,33,2011-11-09
Havířov,6,2003-09-16
Přerov,19,2013-08-12
Třebíč,18,2003-06-05
Kladno,2,2005-03-03
Brno,0,2008-07-03
Karviná,19,2001-06-14
Jihlava,1,2020-05-14
Žďár nad Sázavou,30,2012-12-14
Jeseník,10,2000-07-13
Třebíč,-14,2021-11-26
Klatovy,-12,2017-12-30
Chomutov,-14,2019-10-30
Pelhřimov,29,2013-09-24
Česká Lípa,18,2014-01-09
Jeseník,17,2000-08-20
Litvínov,25,2015-06-20
Rakovník,-4,2014-02-18
Břeclav,6,2004-08-12
Šumperk,33,2015-10-06
Beroun,16,2014-05-02
Brandýs nad Labem-Stará Boleslav,-10,2019-09-03
Rakovník,12,2012-01-27
Český Těšín,-5,2018-10-19
Jeseník,-8,2013-10-09
Jablonec nad Nisou,1,2011-02-12
Brno,-15,2002-04-05
Frýdek-Místek,13,2005-06-16
Chomutov,1,2008-01-12
Jeseník,30,2018-04-28
Vsetín,21,2005-03-31
Tábor,8,2021-04-07
Český Těšín,19,2016-09-03
Třebíč,33,2006-10-28
Nový Jičín,-15,2018-09-28
Valašské Meziříčí,16,2001-04-14
Beroun,12,2021-07-02
Ostrava,27,2007-11-02
Benešov,-7,2006-07-24
Liberec,9,2022-12-13
Zlín,4,2017-11-01
Rakovník,-5,2011-05-31
Rumburk,3,2021-10-26
Ostrava,-11,2012-11-13
Plzeň,11,2020-08-27
Šumperk,6,2015-08-21
Teplice,12,2016-05-31
Český Těšín,5,2021-02-06
Teplice,8,2011-03-01
Karviná,15,2016-09-13
Sušice,22,2023-02-10
Břeclav,18,2016-03-31
Třebíč,9,2002-02-10
Jeseník,19,2006-04-24
Kladno,13,2022-12-12
Třebíč,8,2002-12-03
Litvínov,-15,2020-08-01
Praha,13,2011-07-26
Kopřivnice,30,2008-05-06
Jihlava,8,2011-04-11
Liberec,34,2012-08-27
Jablonec nad Nisou,-11,2003-03-16
Louny,32,2015-02-05
Náchod,-7,2019-01-04
Kladno,4,2005-05-06
Prostějov,19,2012-08-08
Rakovník,0,2005-11-18
Kladno,9,2021-10-16
Jablonec nad Nisou,31,2019-11-14
Přerov,14,2013-01-05
Liberec,3,2013-02-27
Prostějov,12,2002-05-30
Žďár nad Sázavou,7,2011-11-20
Uherský Brod,-3,2021-11-24
Třebíč,2,2010-05-23
Frýdek-Místek,13,2009-05-20
Hradec Králové,11,2023-02-13
Třebíč,13,2004-01-27
Tábor,11,2007-11-19
Břeclav,25,2012-12-12
Sušice,12,2023-01-18
Benešov,16,2013-04-08
Vsetín,-10,2023-01-30
Ostrava,-3,2010-06-28
Jindřichův Hradec,27,2008-11-02
Trutnov,11,2014-03-25
Uherský Brod,-13,2010-07-25
Benešov,-2,2000-12-19
Brno,19,2011-10-18
Český Těšín,20,2004-05-22
Havířov,24,2013-02-01
Hradec Králové,25,2011-08-06
Kroměříž,8,2014-08-23
Litoměřice,8,2019-06-15
Uherské Hradiště,32,2003-06-06
Prostějov,24,2011-01-18
Cheb,0,2002-12-31
Jičín,-4,2020-08-10
Pardubice,16,2021-07-15
Frýdek-Místek,4,2013-06-18
Klatovy,29,2013-04-24
Cheb,12,2008-09-19
Kolín,-10,2021-10-20
Ústí nad Labem,-15,2007-08-08
Brno,8,2000-07-24
Litvínov,-5,2003-06-05
Kopřivnice,-15,2022-05-06
Litvínov,-1,2001-10-02
Praha,15,2017-09-14
Havířov,30,2002-10-28
Valašské Meziříčí,9,2020-01-18
Jindřichův Hradec,-2,2020-09-20
Pardubice,-14,2015-02-16
Třebíč,-10,2012-10-26
Pardubice,-5,2017-01-02
Náchod,18,2011-03-16
Děčín,-7,2000-11-28
Nový Jičín,-9,2014-06-21
Louny,20,2020-02-25
Česká Lípa,14,2009-12-28
Ústí nad Labem,26,2005-11-16
Teplice,-6,2017-09-10
Kladno,23,2009-12-09
Blansko,-10,2013-09-25
Karviná,26,2015-10-22
Liberec,26,2018-11-19
Jihlava,31,2005-04-25
Frýdek-Místek,16,2021-10-11
Karviná,13,2014-07-30
Třebíč,-4,2020-02-08
Přerov,0,2007-08-06
Náchod,19,2008-12-24
Plzeň,-15,2007-07-02
Sušice,18,2009-10-09
Klatovy,-10,2015-07-24
Chomutov,-13,2003-12-09
Tábor,31,2004-04-18
Jablonec nad Nisou,16,2002-11-22
Ústí nad Labem,5,2016-06-26
Česká Lípa,15,2018-12-26
Jeseník,-6,2002-12-07
Litoměřice,6,2006-07-13
Praha,22,2007-01-29
Sušice,-6,2007-12-15
Kolín,27,2012-05-31
Frýdek-Místek,22,2002-01-03
Liberec,-5,2007-05-05
Ústí nad Labem,-10,2009-12-31
Třebíč,31,2021-07-11
Benešov,0,2021-09-13
Uherské Hradiště,25,2000-12-01
Uherský Brod,8,2008-06-29
Benešov,18,2010-01-17
Frýdek-Místek,3,2008-02-07
Praha,-10,2001-10-08
Valašské Meziříčí,18,2002-01-09
Liberec,26,2020-10-16
Přerov,-10,2009-12-23
Ústí nad Labem,-2,2006-01-28
Rumburk,28,2013-03-13
Klatovy,12,2010-02-25
Trutnov,-9,2008-03-02
Prostějov,12,2004-05-13
Chomutov,29,2005-09-16
Děčín,-3,2013-08-05
Kolín,16,2002-01-14
Jeseník,-9,2004-09-28
Rumburk,21,2010-01-10
Náchod,0,2000-07-09
Cheb,13,2016-08-05
Jablonec nad Nisou,34,2013-12-25
Vsetín,5,2020-08-08
Přerov,5,2002-04-24
Šumperk,33,2012-03-30
Cheb,8,2019-03-05
Ústí nad Labem,-1,2011-07-09
Rakovník,-5,2013-08-13
Pardubice,-7,2002-03-01
Frýdek-Místek,4,2001-12-21
Český Těšín,4,2016-03-09
Brandýs nad Labem-Stará Boleslav,13,2018-11-26
Ostrov,-6,2007-12-21
Prostějov,4,2008-05-29
Cheb,6,2022-07-20
Žďár nad Sázavou,18,2001-12-16
Žďár nad Sázavou,16,2009-07-12
Mladá Boleslav,34,2006-01-16
Valašské Meziříčí,7,2004-09-04
Kroměříž,33,2010-04-19
Šumperk,20,2003-07-12
Žďár nad Sázavou,-10,2010-09-20
Přerov,32,2003-02-02
Klatovy,28,2010-09-26
Žatec,-5,2013-09-05
Litoměřice,-9,2006-07-31
Uherské Hradiště,-15,2007-04-11
Břeclav,-10,2021-07-19
Jičín,-15,2022-01-15
Kroměříž,-1,2018-04-20
Ústí nad Labem,-7,2000-03-16
Jablonec nad Nisou,-3,2001-09-26
Brandýs nad Labem-Stará Boleslav,17,2016-05-22
Karviná,2,2002-10-05
Sušice,-12,2017-08-09
Cheb,25,2007-01-03
Rumburk,-12,2007-07-08
Děčín,-10,2017-03-09
Litoměřice,12,2014-04-04
Ostrava,14,2012-04-28
Klatovy,-11,2006-04-08
Sušice,1,2021-11-02
Litvínov,-8,2003-04-08
Trutnov,11,2004-08-18
Praha,-5,2007-11-05
Česká Lípa,13,2000-03-02
Beroun,8,2020-07-20
Jičín,7,2018-12-30
Litvínov,30,2017-03-29
Děčín,31,2002-09-06
Blansko,-10,2019-07-11
Benešov,27,2012-01-05
Jičín,-9,2016-03-05
Klatovy,15,2019-02-10
Břeclav,31,2015-09-29
Jihlava,17,2009-01-25
Český Těšín,-14,2019-02-03
Kopřivnice,-13,2019-07-28
Přerov,27,2014-09-29
Břeclav,27,2011-03-23
Šumperk,13,2007-05-09
Karviná,21,2014-04-10
Děčín,9,2016-03-18
Jičín,22,2006-10-16
Rakovník,-11,2010-02-18
Jirkov,2,2009-08-30
Ústí nad Labem,4,2019-12-17
Jeseník,8,2004-06-10
Ostrava,6,2019-04-09
Kopřivnice,-15,2023-02-16
Prostějov,3,2022-09-25
Praha,5,2021-09-16
České Budějovice,-4,2000-04-18
Klatovy,17,2002-06-09
Trutnov,-4,2011-01-08
Klatovy,30,2007-11-29
Olomouc,23,2013-06-02
Ostrava,29,2002-07-15
Valašské Meziříčí,-3,2015-04-21
Pelhřimov,6,2000-10-06
Sušice,34,2000-10-25
Frýdek-Místek,30,2007-01-26
Plzeň,33,2017-02-28
Břeclav,2,2011-08-12
Jablonec nad Nisou,-11,2011-02-05
Žatec,6,2005-06-07
Zlín,25,2021-07-09
Benešov,23,2014-03-17
Karviná,22,2013-03-08
Zlín,-15,2007-02-08
Ústí nad Labem,13,2013-05-14
Prostějov,16,2020-07-16
Žatec,-9,2023-01-14
Litoměřice,-13,2012-07-30
Benešov,1,2004-05-14
Ostrov,3,2002-08-31
Žatec,12,2021-01-28
Havířov,0,2014-08-16
Louny,29,2021-10-22
Sušice,-14,2009-08-08
Rumburk,0,2005-10-15
Zlín,-9,2006-07-10
Rakovník,7,2015-10-30
Uherský Brod,34,2003-11-09
Šumperk,23,2013-05-03
Český Těšín,31,2019-07-28
Kolín,-15,2003-03-06
Děčín,31,2004-01-19
Kolín,5,2017-10-08
Ostrov,26,2004-11-25
Praha,2,2021-02-01
Žatec,-5,2017-01-05
Litoměřice,22,2012-01-26
Louny,-12,2014-12-30
Jirkov,9,2001-12-12
Pardubice,12,2002-05-21
Pardubice,32,2016-01-11
Jičín,12,2021-09-05
Beroun,-12,2020-06-10
Jablonec nad Nisou,-1,2013-12-12
Jirkov,21,2006-12-15
Rumburk,18,2015-04-16
Ostrov,-13,2010-06-13
Brandýs nad Labem-Stará Boleslav,30,2001-10-25
Zlín,29,2020-12-17
Cheb,8,2015-03-13
Břeclav,-12,2019-08-13
Děčín,28,2016-11-26
Třebíč,-10,2015-08-22
Klatovy,22,2001-06-14
Klatovy,33,2008-12-23
Zlín,20,2009-07-02
Litoměřice,32,2023-02-15
Zlín,-13,2012-10-07
České Budějovice,31,2022-02-07
Brandýs nad Labem-Stará Boleslav,-8,2021-02-03
Jeseník,25,2018-07-06
Blansko,26,2022-07-17
Brno,10,2013-01-03
Ústí nad Labem,17,2012-07-14
Plzeň,16,2002-01-03
Kladno,-8,2004-12-27
Jičín,-7,2008-11-02
Jičín,21,2009-08-01
Valašské Meziříčí,-7,2013-04-13
Kolín,-2,2017-07-25
Kroměříž,2,2000-09-12
Brno,34,2019-12-23
Chomutov,33,2007-03-11
Jirkov,20,2019-03-09
Rumburk,-11,2009-11-05
Mladá Boleslav,28,2009-08-09
Litvínov,1,2022-04-21
Havířov,13,2010-09-27
Sušice,22,2021-03-23
Olomouc,8,2011-09-11
Valašské Meziříčí,-11,2008-03-09
Tábor,1,2009-09-18
Louny,-8,2014-12-10
Uherské Hradiště,27,2010-04-09
Česká Lípa,15,2002-05-10
Zlín,11,2002-09-15
Prostějov,-8,2006-04-22
Žďár nad Sázavou,5,2001-06-10
Liberec,18,2008-05-11
Litoměřice,20,2007-09-25
Náchod,4,2016-02-23
Praha,0,2011-04-25
Tábor,-9,2012-08-23
Frýdek-Místek,0,2013-01-11
Jablonec nad Nisou,27,2001-07-29
Olomouc,-15,2013-02-28
Třebíč,2,2015-07-21
Třebíč,0,2021-05-23
Děčín,22,2009-10-23
České Budějovice,32,2002-08-17
Jičín,23,2022-07-19
Jeseník,16,2009-09-10
Benešov,2,2020-04-26
Třebíč,-10,2021-11-27
Jablonec nad Nisou,32,2008-02-28
Rakovník,5,2008-03-14
Sušice,2,2009-04-19
Pelhřimov,15,2011-08-12
Jindřichův Hradec,8,2000-11-15
Uherské Hradiště,-1,2016-07-14
Jablonec nad Nisou,34,2015-07-11
Vsetín,13,2022-01-14
Karviná,25,2018-12-02
Praha,-8,2018-03-31
Cheb,0,2022-03-14
Mladá Boleslav,32,2009-05-08
Žďár nad Sázavou,27,2003-02-14
Plzeň,10,2003-08-01
Rumburk,28,2006-03-05
Mladá Boleslav,31,2007-07-12
Uherský Brod,16,2018-07-28
Hradec Králové,-3,2005-08-18
Uherské Hradiště,7,2012-01-28
Sušice,18,2007-05-26
Pardubice,-10,2020-07-07
Prostějov,12,2000-06-11
Prostějov,-4,2011-03-03
Žďár nad Sázavou,11,2014-12-22
Teplice,-3,2010-08-24
Jeseník,-3,2017-08-21
České Budějovice,5,2008-07-29
Cheb,22,2009-10-06
Frýdek-Místek,8,2001-09-14
Pardubice,-15,2019-05-03
Chomutov,11,2016-06-05
Ústí nad Labem,9,2005-11-29
Frýdek-Místek,-9,2002-07-07
Pelhřimov,-8,2001-09-10
České Budějovice,2,2006-11-04
Děčín,2,2005-03-12
Hradec Králové,16,2006-12-06
Vsetín,17,2016-05-21
České Budějovice,-3,2007-04-05
Žatec,23,2002-09-04
Kolín,-4,2008-06-09
Uherské Hradiště,7,2022-10-26
Brno,18,2021-05-08
Český Těšín,16,2012-11-30
Chomutov,5,2021-06-27
Blansko,-9,2005-06-29
Rumburk,6,2020-08-12
Česká Lípa,-7,2020-04-27
Jičín,27,2008-05-26
Liberec,-3,2020-05-11
Pardubice,19,2003-11-01
Mladá Boleslav,13,2016-11-05
Plzeň,1,2020-01-17
Praha,5,2022-08-20
Rumburk,30,2001-04-21
Jirkov,-11,2002-12-10
Žatec,13,2017-12-18
Pelhřimov,-5,2005-04-15
Děčín,-5,2010-01-25
Kladno,20,2010-04-26
Kroměříž,-4,2015-09-17
Praha,-9,2000-07-13
Beroun,21,2020-06-27
Vsetín,-7,2014-12-05
Ústí nad Labem,-12,2006-05-28
Uherský Brod,11,2021-12-24
Mladá Boleslav,14,2021-04-30
Blansko,-1,2013-02-10
Uherský Brod,5,2002-02-09
Klatovy,25,2013-08-14
Klatovy,5,2020-05-23
Český Těšín,-10,2000-06-30
Šumperk,27,2000-04-09
Beroun,-14,2014-09-14
Uherský Brod,21,2004-09-05
Ostrava,22,2010-06-02
Rakovník,-15,2002-06-12
Přerov,17,2010-12-23
Litoměřice,14,2003-10-19
Teplice,-15,2001-11-20
Blansko,6,2007-04-02
Břeclav,11,2004-01-02
Valašské Meziříčí,8,2013-01-07
Beroun,20,2018-07-10
Kolín,33,2016-09-11
Jihlava,14,2009-07-30
Ostrov,24,2015-01-12
Rumburk,9,2015-02-26
Uherské Hradiště,-11,2004-05-03
Kopřivnice,-15,2005-07-23
Chomutov,-10,2016-06-15
Český Těšín,34,2001-11-17
Teplice,2,2018-03-03
Uherské Hradiště,-6,2020-12-06
Mladá Boleslav,-8,2011-09-08
Ostrava,-2,2009-05-12
Kolín,27,2011-10-26
Třebíč,23,2015-08-04
Jablonec nad Nisou,10,2010-06-23
Uherský Brod,26,2010-03-05
Chomutov,-12,2014-05-19
Jičín,-9,2018-10-25
Cheb,4,2017-07-08
Žatec,9,2003-11-30
Jihlava,7,2021-10-06
Liberec,16,2023-02-01
Kroměříž,-7,2006-06-24
Plzeň,7,2009-02-10
Uherské Hradiště,22,2004-04-03
Plzeň,6,2010-03-31
Brandýs nad Labem-Stará Boleslav,10,2020-04-02
Mladá Boleslav,34,2008-07-17
Trutnov,18,2015-12-09
Kopřivnice,-10,2010-12-06
Uherské Hradiště,18,2018-12-02
Ústí nad Labem,-10,2014-06-03
Žďár nad Sázavou,-4,2008-01-21
Brno,-12,2013-04-26
Jindřichův Hradec,-2,2019-07-01
Šumperk,19,2017-07-29
Rakovník,29,2013-06-20
Olomouc,33,2019-05-09
Jihlava,-10,2014-11-26
Mladá Boleslav,24,2018-05-04
Český Těšín,32,2018-12-08
Náchod,18,2018-04-11
Jirkov,27,2016-10-06
Klatovy,19,2001-08-28
Prostějov,31,2003-09-15
Tábor,15,2009-06-30
Český Těšín,34,2015-07-23
Rumburk,-14,2016-05-31
Havířov,26,2019-01-05
Uherské Hradiště,7,2007-04-04
Karviná,-11,2003-11-05
Přerov,7,2017-11-29
Litvínov,29,2015-10-25
Litoměřice,11,2011-09-09
Beroun,5,2000-06-22
Plzeň,27,2012-09-17
Tábor,-5,2003-03-28
Teplice,18,2005-12-13
Olomouc,8,2005-04-30
Brandýs nad Labem-Stará Boleslav,-13,2011-05-09
Ostrava,8,2009-10-12
Jihlava,19,2017-02-15
Vsetín,13,2006-06-26
Hradec Králové,-15,2020-10-24
Vsetín,10,2013-03-30
Prostějov,-11,2007-09-22
Šumperk,22,2006-06-22
Prostějov,23,2002-10-06
Teplice,25,2008-07-30
Žatec,24,2018-08-29
Jeseník,8,2016-11-22
Sušice,9,2021-04-14
Havířov,17,2006-04-02
Benešov,24,2005-12-25
Jindřichův Hradec,19,2008-02-08
Prostějov,10,2006-03-10
Jičín,-12,2003-02-04
Prostějov,-12,2014-10-30
Ostrava,20,2005-11-07
Přerov,-15,2018-04-06
Nový Jičín,8,2014-08-13
Pelhřimov,-11,2008-10-26
Valašské Meziříčí,-14,2016-09-17
Náchod,6,2011-09-08
Mladá Boleslav,-11,2008-02-09
Teplice,11,2013-05-25
Litvínov,32,2013-09-19
Jindřichův Hradec,25,2022-01-04
Cheb,18,2013-04-03
Brandýs nad Labem-Stará Boleslav,2,2000-12-29
Žďár nad Sázavou,-10,2006-05-09
Brno,-1,2002-04-04
Rumburk,0,2014-11-01
Rakovník,8,2004-09-18
Český Těšín,18,2006-10-08
Brandýs nad Labem-Stará Boleslav,33,2008-04-18
Ústí nad Labem,-10,2005-10-15
Jičín,-13,2015-11-08
Jirkov,28,2008-07-08
Prostějov,5,2002-07-27
Prostějov,21,2012-07-13
Žatec,34,2000-12-24
České Budějovice,29,2022-06-01
Liberec,8,2004-07-21
Cheb,1,2003-01-31
Břeclav,4,2020-08-02
Jablonec nad Nisou,33,2013-01-29
Jihlava,-3,2004-08-09
Olomouc,-4,2018-08-17
Litoměřice,7,2002-08-17
Šumperk,4,2022-10-23
Brno,-7,2016-08-27
Český Těšín,8,2010-09-28
Kopřivnice,8,2015-09-01
Rumburk,24,2017-10-30
Náchod,3,2009-11-27
Zlín,33,2013-05-24
Hradec Králové,7,2018-02-02
Louny,-4,2019-08-31
Pardubice,31,2002-09-01
Přerov,10,2007-07-11
Děčín,28,2003-04-18
Jablonec nad Nisou,4,2016-09-30
Liberec,11,2013-11-20
Hradec Králové,25,2012-07-05
Cheb,5,2006-03-10
Český Těšín,-2,2000-01-12
Ústí nad Labem,33,2010-03-30
Litoměřice,22,2014-04-05
Brandýs nad Labem-Stará Boleslav,20,2023-01-25
Trutnov,26,2021-05-24
Vsetín,-4,2002-07-16
Uherský Brod,29,2020-06-13
Beroun,-4,2012-08-05
Chomutov,12,2000-03-13
Šumperk,34,2020-11-28
Uherský Brod,-7,2001-01-25
Frýdek-Místek,31,2009-05-04
Děčín,3,2017-06-14
Náchod,21,2020-03-19
Cheb,33,2010-10-24
Rakovník,21,2002-04-30
Český Těšín,17,2021-09-24
Klatovy,30,2012-01-12
Klatovy,19,2010-08-04
Brandýs nad Labem-Stará Boleslav,8,2020-09-05
Brno,-5,2019-03-14
Kopřivnice,27,2011-02-02
Praha,11,2020-09-10
Prostějov,27,2001-07-24
Litoměřice,10,2013-02-28
Žďár nad Sázavou,3,2003-03-05
Mladá Boleslav,0,2007-11-22
Děčín,17,2015-03-28
České Budějovice,8,2010-11-13
Valašské Meziříčí,-9,2004-09-20
Plzeň,-11,2013-02-24
Ústí nad Labem,10,2004-04-08
Jindřichův Hradec,0,2008-06-29
Břeclav,17,2007-12-29
Ústí nad Labem,-2,2004-09-20
Liberec,29,2000-06-25
Liberec,6,2005-03-31
Sušice,-7,2003-07-27
Klatovy,5,2013-07-28
Pelhřimov,-4,2004-06-25
Pelhřimov,6,2003-01-22
Česká Lípa,6,2020-12-19
Ostrava,4,2007-12-06
Olomouc,9,2014-04-12
Blansko,19,2004-01-21
Olomouc,28,2014-10-04
Karviná,0,2005-01-15
Cheb,6,2005-11-13
Kopřivnice,-15,2018-09-08
Náchod,19,2015-08-21
Brandýs nad Labem-Stará Boleslav,-4,2008-10-17
Česká Lípa,9,2010-04-20
Náchod,-13,2011-03-11
Klatovy,8,2013-05-19
Ústí nad Labem,5,2022-12-24
Louny,33,2001-06-03
Beroun,-14,2014-11-15
Zlín,10,2009-09-07
Plzeň,22,2001-12-08
Karviná,19,2019-06-03
Ústí nad Labem,21,2013-11-06
Ostrava,0,2002-01-14
Kroměříž,34,2000-12-02
Český Těšín,-1,2018-08-22
Kolín,33,2014-11-02
Benešov,31,2000-04-12
Cheb,11,2006-07-02
Brandýs nad Labem-Stará Boleslav,-8,2015-12-05
Louny,23,2004-12-08
Kladno,-11,2002-05-23
Benešov,-7,2015-05-22
Jirkov,-15,2009-10-07
Česká Lípa,29,2022-07-18
Vsetín,4,2004-08-20
Teplice,6,2012-12-30
Jindřichův Hradec,12,2014-11-22
Rakovník,3,2017-04-10
Hradec Králové,7,2018-09-12
Náchod,30,2019-09-27
Český Těšín,-8,2012-06-10
Klatovy,-6,2014-06-29
Beroun,11,2010-05-19
Plzeň,-9,2022-10-18
Chomutov,-12,2006-12-21
Valašské Meziříčí,28,2006-04-03
Praha,20,2018-05-19
Tábor,32,2015-09-27
Ostrov,5,2008-06-28
Žďár nad Sázavou,4,2010-10-28
Náchod,2,2015-10-25
Třebíč,6,2003-09-24
Nový Jičín,-14,2021-09-22
Břeclav,-14,2004-07-17
Brno,31,2005-06-07
Litoměřice,20,2002-10-01
Benešov,-3,2021-08-22
Benešov,-4,2021-12-28
Litoměřice,8,2016-11-05
Ostrava,31,2000-03-03
Blansko,3,2010-07-28
Český Těšín,19,2008-03-13
Přerov,33,2003-08-14
Jablonec nad Nisou,-5,2021-05-08
Louny,23,2003-11-07
Jihlava,6,2020-03-25
Liberec,-4,2017-06-06
Uherský Brod,13,2008-10-30
Cheb,15,2019-12-19
Žďár nad Sázavou,14,2004-02-28
Brno,13,2011-02-25
Karviná,31,2011-06-07
Ústí nad Labem,-6,2003-03-08
Valašské Meziříčí,12,2009-05-05
Brandýs nad Labem-Stará Boleslav,6,2014-07-06
Mladá Boleslav,-4,2000-03-17
Frýdek-Místek,2,2022-06-29
Sušice,12,2021-01-29
Šumperk,2,2004-09-02
Náchod,24,2016-09-11
Valašské Meziříčí,13,2010-08-02
Žatec,-9,2010-08-27
Ostrava,9,2007-02-25
Jablonec nad Nisou,6,2013-04-29
Plzeň,-4,2011-05-27
Uherský Brod,25,2016-02-18
Rakovník,-3,2006-12-30
České Budějovice,-10,2022-04-02
Cheb,5,2006-07-12
Blansko,18,2003-07-30
Český Těšín,-5,2002-06-27
Náchod,9,2021-02-13
Havířov,4,2019-04-25
Nový Jičín,24,2011-08-25
Ostrava,32,2009-10-13
Zlín,3,2016-07-14
Šumperk,5,2020-09-14
Jablonec nad Nisou,11,2021-03-30
Ostrov,10,2009-05-04
Kolín,1,2000-10-20
Havířov,1,2021-10-17
Jičín,-6,2011-07-08
Trutnov,-14,2006-11-22
Louny,17,2022-01-20
Třebíč,-4,2015-07-04
Frýdek-Místek,34,2002-09-19
Sušice,-3,2005-03-31
Jihlava,-11,2010-04-19
Šumperk,-5,2009-10-15
Jindřichův Hradec,-15,2012-08-01
Česká Lípa,-11,2016-02-27
Olomouc,27,2012-01-24
Zlín,-13,2014-11-08
Cheb,26,2014-12-26
Jihlava,11,2017-06-01
Jablonec nad Nisou,21,2012-01-16
Ostrava,-7,2018-01-17
Zlín,-12,2002-03-22
Plzeň,3,2021-07-19
Kopřivnice,-5,2016-12-24
Pelhřimov,15,2013-10-02
Beroun,17,2014-02-09
Litvínov,25,2012-01-18
Sušice,17,2020-02-09
Louny,32,2021-03-25
Valašské Meziříčí,34,2020-06-13
Uherské Hradiště,-5,2000-07-11
Jičín,-10,2012-07-02
Klatovy,-5,2006-01-04
Brandýs nad Labem-Stará Boleslav,29,2022-06-08
Jeseník,-15,2001-07-11
Kladno,1,2006-12-28
Nový Jičín,-4,2010-01-17
Český Těšín,0,2017-07-06
Rumburk,9,2017-03-12
Karviná,-11,2001-03-21
Pelhřimov,-8,2020-02-28
Jindřichův Hradec,9,2014-02-12
Blansko,3,2002-07-10
Nový Jičín,32,2010-05-07
Nový Jičín,17,2011-05-10
Litvínov,26,2019-06-25
Frýdek-Místek,33,2009-10-26
Litoměřice,33,2003-01-02
Olomouc,27,2005-01-13
Česká Lípa,-9,2022-07-02
Brno,1,2020-09-10
Litoměřice,8,2011-12-23
Jeseník,31,2003-07-11
Jihlava,2,2006-11-04
Jihlava,23,2009-03-19
Kopřivnice,-9,2003-09-13
Jirkov,33,2007-09-14
Žatec,27,2010-09-18
Benešov,24,2019-02-17
Kolín,-1,2018-01-10
Náchod,-15,2008-02-13
Liberec,23,2018-02-23
Kopřivnice,8,2021-12-21
Náchod,9,2016-04-09
Olomouc,26,2020-12-08
Ústí nad Labem,30,2017-09-16
Kladno,-14,2006-01-05
Pardubice,17,2022-07-27
Louny,-10,2014-09-08
Brandýs nad Labem-Stará Boleslav,32,2004-11-01
Jirkov,-14,2011-08-20
Chomutov,-14,2019-04-18
Kladno,1,2021-12-06
Pelhřimov,18,2020-01-18
Zlín,12,2001-11-25
Prostějov,17,2015-04-17
Pelhřimov,13,2006-02-13
Jihlava,12,2017-12-25
Česká Lípa,-13,2012-11-10
Cheb,-14,2020-07-30
Ústí nad Labem,33,2001-08-19
Kladno,2,2007-03-12
Náchod,33,2001-01-10
Česká Lípa,23,2003-05-07
Uherský Brod,17,2014-05-27
Česká Lípa,-14,2014-10-04
Nový Jičín,-8,2019-10-10
Jablonec nad Nisou,8,2014-01-25
Kolín,13,2007-12-10
Sušice,24,2016-12-20
Karviná,30,2010-06-15
Kolín,19,2011-05-11
Jihlava,-10,2018-11-14
Uherské Hradiště,-7,2020-07-03
Děčín,33,2000-03-30
Jihlava,-15,2008-07-31
Litoměřice,34,2007-10-30
Cheb,3,2015-05-16
Šumperk,-2,2022-09-08
Praha,21,2010-04-24
Ostrava,-13,2009-09-15
Břeclav,0,2016-04-11
Beroun,19,2022-06-09
Benešov,3,2012-02-28
Kladno,15,2016-09-14
Teplice,27,2007-07-30
Litvínov,-12,2004-05-01
Zlín,11,2020-06-30
Tábor,28,2003-12-11
Jeseník,6,2017-11-22
Jindřichův Hradec,6,2021-03-29
Jablonec nad Nisou,-15,2017-03-08
Zlín,24,2015-04-06
Břeclav,20,2015-10-29
Ostrava,-13,2004-03-17
Chomutov,2,2013-11-24
Litoměřice,33,2022-02-22
